ACCOUNT_CHROME.discoveryThemesHelp	fr_es	Centres d’intérêt pour la découverte.
ACCOUNT_CHROME.discoveryThemesHelp	immersion	Intereses para el descubrimiento.
ACCOUNT_CHROME.discoveryThemesHelp	totale	Intereses para el descubrimiento.
ACCOUNT_CHROME.email	fr_es	E-mail
ACCOUNT_CHROME.email	immersion	E-mail
ACCOUNT_CHROME.email	totale	E-mail
ACCOUNT_CHROME.errorOccurred	fr_es	Une erreur est survenue.
ACCOUNT_CHROME.errorOccurred	immersion	Ha ocurrido un error.
ACCOUNT_CHROME.errorOccurred	totale	Ha ocurrido un error.
ACCOUNT_CHROME.exportData	fr_es	Exporter mes données
ACCOUNT_CHROME.exportData	immersion	Exportar mis datos
ACCOUNT_CHROME.exportData	totale	Exportar mis datos
ACCOUNT_CHROME.exportDataHelp	fr_es	Télécharger tes mots au format CSV.
ACCOUNT_CHROME.exportDataHelp	immersion	Descarga tus palabras en formato CSV.
ACCOUNT_CHROME.exportDataHelp	totale	Descarga tus palabras en formato CSV.
ACCOUNT_CHROME.footer	fr_es	Paco · pré-bêta · juin 2026
ACCOUNT_CHROME.footer	immersion	Paco · pre-beta · junio 2026
ACCOUNT_CHROME.footer	totale	Paco · pre-beta · junio 2026
ACCOUNT_CHROME.ghAbout	fr_es	À propos / Support
ACCOUNT_CHROME.ghAbout	immersion	Acerca de / Soporte
ACCOUNT_CHROME.ghAbout	totale	Acerca de / Soporte
ACCOUNT_CHROME.ghAccount	fr_es	Compte
ACCOUNT_CHROME.ghAccount	immersion	Cuenta
ACCOUNT_CHROME.ghAccount	totale	Cuenta
ACCOUNT_CHROME.ghAudio	fr_es	Audio
ACCOUNT_CHROME.ghAudio	immersion	Audio
ACCOUNT_CHROME.ghAudio	totale	Audio
ACCOUNT_CHROME.ghLearning	fr_es	Apprentissage
ACCOUNT_CHROME.ghLearning	immersion	Aprendizaje
ACCOUNT_CHROME.ghLearning	totale	Aprendizaje
ACCOUNT_CHROME.ghNotifications	fr_es	Notifications
ACCOUNT_CHROME.ghNotifications	immersion	Notificaciones
ACCOUNT_CHROME.ghNotifications	totale	Notificaciones
ACCOUNT_CHROME.ghPreferences	fr_es	Préférences
ACCOUNT_CHROME.ghPreferences	immersion	Preferencias
ACCOUNT_CHROME.ghPreferences	totale	Preferencias
ACCOUNT_CHROME.hardWords	fr_es	Mots difficiles
ACCOUNT_CHROME.hardWords	immersion	Palabras difíciles
ACCOUNT_CHROME.hardWords	totale	Palabras difíciles
ACCOUNT_CHROME.hardWordsHelp	fr_es	Séance ciblée sur les mots qui résistent.
ACCOUNT_CHROME.hardWordsHelp	immersion	Sesión centrada en las palabras que se resisten.
ACCOUNT_CHROME.hardWordsHelp	totale	Sesión centrada en las palabras que se resisten.
ACCOUNT_CHROME.networkError	fr_es	Erreur réseau. Réessayez.
ACCOUNT_CHROME.networkError	immersion	Error de red. Inténtalo de nuevo.
ACCOUNT_CHROME.networkError	totale	Error de red. Inténtalo de nuevo.
ACCOUNT_CHROME.newCardsDay	fr_es	Nouvelles cartes / jour
ACCOUNT_CHROME.newCardsDay	immersion	Tarjetas nuevas / día
ACCOUNT_CHROME.newCardsDay	totale	Tarjetas nuevas / día
ACCOUNT_CHROME.newCardsDayHelp	fr_es	Limite d’introduction quotidienne.
ACCOUNT_CHROME.newCardsDayHelp	immersion	Límite de introducción diaria.
ACCOUNT_CHROME.newCardsDayHelp	totale	Límite de introducción diaria.
ACCOUNT_CHROME.playbackSpeed	fr_es	Vitesse de lecture
ACCOUNT_CHROME.playbackSpeed	immersion	Velocidad de reproducción
ACCOUNT_CHROME.playbackSpeed	totale	Velocidad de reproducción
ACCOUNT_CHROME.practiceReviews	fr_es	Révisions d’entraînement
ACCOUNT_CHROME.practiceReviews	immersion	Repasos de entrenamiento
ACCOUNT_CHROME.practiceReviews	totale	Repasos de entrenamiento
ACCOUNT_CHROME.practiceReviewsHelp	fr_es	Réviser hors planning, sans impact.
ACCOUNT_CHROME.practiceReviewsHelp	immersion	Repasar fuera de la programación, sin impacto.
ACCOUNT_CHROME.practiceReviewsHelp	totale	Repasar fuera de la programación, sin impacto.
ACCOUNT_CHROME.preBeta	fr_es	pré-bêta
ACCOUNT_CHROME.preBeta	immersion	pre-beta
ACCOUNT_CHROME.preBeta	totale	pre-beta
ACCOUNT_CHROME.privacyPolicy	fr_es	Politique de confidentialité
ACCOUNT_CHROME.privacyPolicy	immersion	Política de privacidad
ACCOUNT_CHROME.privacyPolicy	totale	Política de privacidad
ACCOUNT_CHROME.pwdConfirm	fr_es	Confirmer le nouveau mot de passe
ACCOUNT_CHROME.pwdConfirm	immersion	Confirmar la nueva contraseña
ACCOUNT_CHROME.pwdConfirm	totale	Confirmar la nueva contraseña
ACCOUNT_CHROME.pwdConfirmPh	fr_es	Retape le mot de passe
ACCOUNT_CHROME.pwdConfirmPh	immersion	Vuelve a escribir la contraseña
ACCOUNT_CHROME.pwdConfirmPh	totale	Vuelve a escribir la contraseña
ACCOUNT_CHROME.pwdCurrent	fr_es	Mot de passe actuel
ACCOUNT_CHROME.pwdCurrent	immersion	Contraseña actual
ACCOUNT_CHROME.pwdCurrent	totale	Contraseña actual
ACCOUNT_CHROME.pwdCurrentPh	fr_es	Ton mot de passe actuel
ACCOUNT_CHROME.pwdCurrentPh	immersion	Tu contraseña actual
ACCOUNT_CHROME.pwdCurrentPh	totale	Tu contraseña actual
ACCOUNT_CHROME.pwdNew	fr_es	Nouveau mot de passe
ACCOUNT_CHROME.pwdNew	immersion	Nueva contraseña
ACCOUNT_CHROME.pwdNew	totale	Nueva contraseña
ACCOUNT_CHROME.pwdNewPh	fr_es	Au moins 8 caractères
ACCOUNT_CHROME.pwdNewPh	immersion	Al menos 8 caracteres
ACCOUNT_CHROME.pwdNewPh	totale	Al menos 8 caracteres
ACCOUNT_CHROME.pwdPolicy	fr_es	Au moins 8 caractères, dont un chiffre.
ACCOUNT_CHROME.pwdPolicy	immersion	Al menos 8 caracteres, con al menos un número.
ACCOUNT_CHROME.pwdPolicy	totale	Al menos 8 caracteres, con al menos un número.
ACCOUNT_CHROME.pwdUpdate	fr_es	Mettre à jour le mot de passe
ACCOUNT_CHROME.pwdUpdate	immersion	Actualizar la contraseña
ACCOUNT_CHROME.pwdUpdate	totale	Actualizar la contraseña
ACCOUNT_CHROME.pwdUpdateFailed	fr_es	Impossible de mettre à jour le mot de passe. Réessaye.
ACCOUNT_CHROME.pwdUpdateFailed	immersion	No se ha podido actualizar la contraseña. Inténtalo de nuevo.
ACCOUNT_CHROME.pwdUpdateFailed	totale	No se ha podido actualizar la contraseña. Inténtalo de nuevo.
ACCOUNT_CHROME.pwdUpdating	fr_es	Mise à jour…
ACCOUNT_CHROME.pwdUpdating	immersion	Actualizando…
ACCOUNT_CHROME.pwdUpdating	totale	Actualizando…
ACCOUNT_CHROME.pwdWrongCurrent	fr_es	Le mot de passe actuel est incorrect.
ACCOUNT_CHROME.pwdWrongCurrent	immersion	La contraseña actual es incorrecta.
ACCOUNT_CHROME.pwdWrongCurrent	totale	La contraseña actual es incorrecta.
ACCOUNT_CHROME.retentionGoal	fr_es	Objectif de rétention
ACCOUNT_CHROME.retentionGoal	immersion	Objetivo de retención
ACCOUNT_CHROME.retentionGoal	totale	Objetivo de retención
ACCOUNT_CHROME.retentionGoalHelp	fr_es	Cible de mémorisation visée.
ACCOUNT_CHROME.retentionGoalHelp	immersion	Nivel de memorización deseado.
ACCOUNT_CHROME.retentionGoalHelp	totale	Nivel de memorización deseado.
ACCOUNT_CHROME.sendFeedback	fr_es	Envoyer un retour / signaler un bug
ACCOUNT_CHROME.sendFeedback	immersion	Enviar comentarios / reportar un error
ACCOUNT_CHROME.sendFeedback	totale	Enviar comentarios / reportar un error
ACCOUNT_CHROME.signOut	fr_es	Se déconnecter
ACCOUNT_CHROME.signOut	immersion	Cerrar sesión
ACCOUNT_CHROME.signOut	totale	Cerrar sesión
ACCOUNT_CHROME.spanishVariant	fr_es	Variante d’espagnol
ACCOUNT_CHROME.spanishVariant	immersion	Variante de español
ACCOUNT_CHROME.spanishVariant	totale	Variante de español
ACCOUNT_CHROME.spanishVariantHelp	fr_es	Espagne · Amérique latine
ACCOUNT_CHROME.spanishVariantHelp	immersion	España · América Latina
ACCOUNT_CHROME.spanishVariantHelp	totale	España · América Latina
ACCOUNT_CHROME.speedFast	fr_es	Rapide
ACCOUNT_CHROME.speedFast	immersion	Rápido
ACCOUNT_CHROME.speedFast	totale	Rápido
ACCOUNT_CHROME.speedNormal	fr_es	Normal
ACCOUNT_CHROME.speedNormal	immersion	Normal
ACCOUNT_CHROME.speedNormal	totale	Normal
ACCOUNT_CHROME.speedSlow	fr_es	Lent
ACCOUNT_CHROME.speedSlow	immersion	Lento
ACCOUNT_CHROME.speedSlow	totale	Lento
ACCOUNT_CHROME.statsMemorized	fr_es	mots mémorisés
ACCOUNT_CHROME.statsMemorized	immersion	palabras memorizadas
ACCOUNT_CHROME.statsMemorized	totale	palabras memorizadas
ACCOUNT_CHROME.statsReviews	fr_es	révisions
ACCOUNT_CHROME.statsReviews	immersion	repasos
ACCOUNT_CHROME.statsReviews	totale	repasos
ACCOUNT_CHROME.terms	fr_es	Conditions d’utilisation
ACCOUNT_CHROME.terms	immersion	Condiciones de uso
ACCOUNT_CHROME.terms	totale	Condiciones de uso
ACCOUNT_CHROME.themeColor	fr_es	Thème de couleur
ACCOUNT_CHROME.themeColor	immersion	Tema de color
ACCOUNT_CHROME.themeColor	totale	Tema de color
ACCOUNT_CHROME.themeColorHelp	fr_es	L’apparence de l’app. Le vert (mémorisé) et le rouge (suppression) ne changent pas.
ACCOUNT_CHROME.themeColorHelp	immersion	El aspecto de la app. El verde (memorizado) y el rojo (eliminar) no cambian.
ACCOUNT_CHROME.themeColorHelp	totale	El aspecto de la app. El verde (memorizado) y el rojo (eliminar) no cambian.
ACCOUNT_CHROME.typeToConfirm	fr_es	Tape SUPPRIMER pour confirmer
ACCOUNT_CHROME.typeToConfirm	immersion	Escribe ELIMINAR para confirmar
ACCOUNT_CHROME.typeToConfirm	totale	Escribe ELIMINAR para confirmar
ACCOUNT_CHROME.version	fr_es	Version
ACCOUNT_CHROME.version	immersion	Versión
ACCOUNT_CHROME.version	totale	Versión
ADD_CHROME.addAnother	fr_es	Ajouter un autre mot
ADD_CHROME.addAnother	immersion	Añadir otra palabra
ADD_CHROME.addAnother	totale	Añadir otra palabra
ADD_CHROME.addToCollection	fr_es	Ajouter à ma collection
ADD_CHROME.addToCollection	immersion	Añadir a mi colección
ADD_CHROME.addToCollection	totale	Añadir a mi colección
ADD_CHROME.bringTomorrow	fr_es	Paco te le ramènera demain pour ta première révision.
ADD_CHROME.bringTomorrow	immersion	Paco te la traerá mañana para tu primer repaso.
ADD_CHROME.bringTomorrow	totale	Paco te la traerá mañana para tu primer repaso.
ADD_CHROME.conjugatedForm	fr_es	Forme conjuguée
ADD_CHROME.conjugatedForm	immersion	Forma conjugada
ADD_CHROME.conjugatedForm	totale	Forma conjugada
ADD_CHROME.deselectAll	fr_es	Tout désélectionner
ADD_CHROME.deselectAll	immersion	Deseleccionar todo
ADD_CHROME.deselectAll	totale	Deseleccionar todo
ADD_CHROME.didYouMean	fr_es	Voulais-tu dire…
ADD_CHROME.didYouMean	immersion	¿Querías decir…?
ADD_CHROME.didYouMean	totale	¿Querías decir…?
ADD_CHROME.enterWord	fr_es	Entre un mot espagnol
ADD_CHROME.enterWord	immersion	Escribe una palabra en español
ADD_CHROME.enterWord	totale	Escribe una palabra en español
ADD_CHROME.errorOccurred	fr_es	Une erreur s'est produite — veuillez réessayer.
ADD_CHROME.errorOccurred	immersion	Ha ocurrido un error — inténtalo de nuevo.
ADD_CHROME.errorOccurred	totale	Ha ocurrido un error — inténtalo de nuevo.
ADD_CHROME.errorRetry	fr_es	Erreur — réessayer
ADD_CHROME.errorRetry	immersion	Error — reintentar
ADD_CHROME.errorRetry	totale	Error — reintentar
ADD_CHROME.exampleHide	fr_es	Masquer
ADD_CHROME.exampleHide	immersion	Ocultar
ADD_CHROME.exampleHide	totale	Ocultar
ADD_CHROME.familyWords	fr_es	Mots associés
ADD_CHROME.familyWords	immersion	Palabras relacionadas
ADD_CHROME.familyWords	totale	Palabras relacionadas
ADD_CHROME.helperParagraph	fr_es	Paco va générer la définition, des exemples et des mots associés pour enrichir ton apprentissage.
ADD_CHROME.helperParagraph	immersion	Paco generará la definición, ejemplos y palabras relacionadas para enriquecer tu aprendizaje.
ADD_CHROME.helperParagraph	totale	Paco generará la definición, ejemplos y palabras relacionadas para enriquecer tu aprendizaje.
ADD_CHROME.listoSub	fr_es	Voici ce que Paco a trouvé.
ADD_CHROME.listoSub	immersion	Esto es lo que Paco ha encontrado.
ADD_CHROME.listoSub	totale	Esto es lo que Paco ha encontrado.
ADD_CHROME.newWord	fr_es	Nouveau mot
ADD_CHROME.newWord	immersion	Nueva palabra
ADD_CHROME.newWord	totale	Nueva palabra
ADD_CHROME.nextReviewToday	fr_es	prochaine révision aujourd’hui
ADD_CHROME.nextReviewToday	immersion	próximo repaso hoy
ADD_CHROME.nextReviewToday	totale	próximo repaso hoy
ADD_CHROME.noNeedRecreateReview	fr_es	Pas besoin de le re-créer — ouvre-le pour le réviser.
ADD_CHROME.noNeedRecreateReview	immersion	No hace falta volver a crearla — ábrela para repasarla.
ADD_CHROME.noNeedRecreateReview	totale	No hace falta volver a crearla — ábrela para repasarla.
ADD_CHROME.noneOfThese	fr_es	Aucune de ces propositions
ADD_CHROME.noneOfThese	immersion	Ninguna de estas opciones
ADD_CHROME.noneOfThese	totale	Ninguna de estas opciones
ADD_CHROME.notInSpanish	fr_es	Ce mot n'existe pas en espagnol
ADD_CHROME.notInSpanish	immersion	Esta palabra no existe en español
ADD_CHROME.notInSpanish	totale	Esta palabra no existe en español
ADD_CHROME.search	fr_es	Rechercher
ADD_CHROME.search	immersion	Buscar
ADD_CHROME.search	totale	Buscar
ADD_CHROME.searchAnother	fr_es	Chercher un autre mot
ADD_CHROME.searchAnother	immersion	Buscar otra palabra
ADD_CHROME.searchAnother	totale	Buscar otra palabra
ADD_CHROME.seeCard	fr_es	Voir la fiche
ADD_CHROME.seeCard	immersion	Ver la ficha
ADD_CHROME.seeCard	totale	Ver la ficha
ADD_CHROME.selectAll	fr_es	Tout sélectionner
ADD_CHROME.selectAll	immersion	Seleccionar todo
ADD_CHROME.selectAll	totale	Seleccionar todo
ADD_CHROME.similarHelper	fr_es	Apprendre des mots associés en parallèle aide ton cerveau à les distinguer en contexte. Touche chaque mot pour l'ajouter à ton vocabulaire.
ADD_CHROME.similarHelper	immersion	Aprender palabras relacionadas en paralelo ayuda a tu cerebro a distinguirlas en contexto. Toca cada palabra para añadirla a tu vocabulario.
ADD_CHROME.similarHelper	totale	Aprender palabras relacionadas en paralelo ayuda a tu cerebro a distinguirlas en contexto. Toca cada palabra para añadirla a tu vocabulario.
ADD_CHROME.similarNotConfuse	fr_es	Mots associés à ne pas confondre
ADD_CHROME.similarNotConfuse	immersion	Palabras relacionadas que no debes confundir
ADD_CHROME.similarNotConfuse	totale	Palabras relacionadas que no debes confundir
ADD_CHROME.viewMyWords	fr_es	Voir mes mots
ADD_CHROME.viewMyWords	immersion	Ver mis palabras
ADD_CHROME.viewMyWords	totale	Ver mis palabras
ADD_CHROME.wordsEnRouteHelp	fr_es	Tes mots sont en train d’être ajoutés à ta bibliothèque — ça peut prendre jusqu’à 20 secondes. Tu peux continuer à naviguer.
ADD_CHROME.wordsEnRouteHelp	immersion	Tus palabras se están añadiendo a tu biblioteca — puede tardar hasta 20 segundos. Puedes seguir navegando.
ADD_CHROME.wordsEnRouteHelp	totale	Tus palabras se están añadiendo a tu biblioteca — puede tardar hasta 20 segundos. Puedes seguir navegando.
DETAIL_CHROME.definitionEyebrow	fr_es	Définition
DETAIL_CHROME.definitionEyebrow	immersion	Definición
DETAIL_CHROME.definitionEyebrow	totale	Definición
DETAIL_CHROME.delete	fr_es	Supprimer
DETAIL_CHROME.delete	immersion	Eliminar
DETAIL_CHROME.delete	totale	Eliminar
DETAIL_CHROME.examplesEyebrow	fr_es	Exemples
DETAIL_CHROME.examplesEyebrow	immersion	Ejemplos
DETAIL_CHROME.examplesEyebrow	totale	Ejemplos
DETAIL_CHROME.formEyebrow	fr_es	Forme
DETAIL_CHROME.formEyebrow	immersion	Forma
DETAIL_CHROME.formEyebrow	totale	Forma
DETAIL_CHROME.hideDef	fr_es	Masquer le français
DETAIL_CHROME.hideDef	immersion	Ocultar traducción
DETAIL_CHROME.hideDef	totale	Ocultar traducción
DETAIL_CHROME.hideEx	fr_es	Masquer la traduction
DETAIL_CHROME.hideEx	immersion	Ocultar traducción
DETAIL_CHROME.hideEx	totale	Ocultar traducción
DETAIL_CHROME.myWordsBack	fr_es	Mes mots
DETAIL_CHROME.myWordsBack	immersion	Mis palabras
DETAIL_CHROME.myWordsBack	totale	Mis palabras
DETAIL_CHROME.notReviewedYet	fr_es	Pas encore révisé
DETAIL_CHROME.notReviewedYet	immersion	Aún sin repasar
DETAIL_CHROME.notReviewedYet	totale	Aún sin repasar
DETAIL_CHROME.relearn	fr_es	Remettre à réviser
DETAIL_CHROME.relearn	immersion	Volver a repasar
DETAIL_CHROME.relearn	totale	Volver a repasar
DETAIL_CHROME.revealDef	fr_es	Voir en français
DETAIL_CHROME.revealDef	immersion	Ver traducción
DETAIL_CHROME.revealDef	totale	Ver traducción
DETAIL_CHROME.revealEx	fr_es	Traduction
DETAIL_CHROME.revealEx	immersion	Traducción
DETAIL_CHROME.revealEx	totale	Traducción
DETAIL_CHROME.similarEyebrow	fr_es	Mots associés
DETAIL_CHROME.similarEyebrow	immersion	Palabras relacionadas
DETAIL_CHROME.similarEyebrow	totale	Palabras relacionadas
DICT_CHROME.dictUnlocked	fr_es	Ton dictionnaire est débloqué !
DICT_CHROME.dictUnlocked	immersion	¡Tu diccionario está desbloqueado!
DICT_CHROME.dictUnlocked	totale	¡Tu diccionario está desbloqueado!
DICT_CHROME.dictWaits	fr_es	Ton dictionnaire t’attend
DICT_CHROME.dictWaits	immersion	Tu diccionario te espera
DICT_CHROME.dictWaits	totale	Tu diccionario te espera
DICT_CHROME.later	fr_es	Plus tard
DICT_CHROME.later	immersion	Más tarde
DICT_CHROME.later	totale	Más tarde
DICT_CHROME.lockedBody	fr_es	Mémorise 10 mots et il s’ouvre. Chacun s’y rangera tout seul, de A à Z — ta collection à toi, rien que les mots que tu sais.
DICT_CHROME.lockedBody	immersion	Memoriza 10 palabras y se abre. Cada una se ordenará sola, de la A a la Z — tu colección personal, solo las palabras que sabes.
DICT_CHROME.lockedBody	totale	Memoriza 10 palabras y se abre. Cada una se ordenará sola, de la A a la Z — tu colección personal, solo las palabras que sabes.
DICT_CHROME.openMyDict	fr_es	Ouvrir mon dictionnaire
DICT_CHROME.openMyDict	immersion	Abrir mi diccionario
DICT_CHROME.openMyDict	totale	Abrir mi diccionario
DICT_CHROME.personalLexicon	fr_es	Lexique personnel
DICT_CHROME.personalLexicon	immersion	Vocabulario personal
DICT_CHROME.personalLexicon	totale	Vocabulario personal
DICT_CHROME.shelvedBody	fr_es	Rangés de A à Z, rien que les tiens. Le premier rayon d’une longue étagère.
DICT_CHROME.shelvedBody	immersion	Ordenadas de la A a la Z, solo las tuyas. El primer estante de una larga estantería.
DICT_CHROME.shelvedBody	totale	Ordenadas de la A a la Z, solo las tuyas. El primer estante de una larga estantería.
DICT_CHROME.unlocked	fr_es	Débloqué
DICT_CHROME.unlocked	immersion	Desbloqueado
DICT_CHROME.unlocked	totale	Desbloqueado
DISCOVER_CHROME.arrivalLine	fr_es	Tes nouveaux mots arrivent dans « Mes mots » — ça peut prendre jusqu’à 30 s.
DISCOVER_CHROME.arrivalLine	immersion	Tus nuevas palabras llegan a «Mis palabras» — puede tardar hasta 30 s.
DISCOVER_CHROME.arrivalLine	totale	Tus nuevas palabras llegan a «Mis palabras» — puede tardar hasta 30 s.
DISCOVER_CHROME.backHome	fr_es	Retour à l'accueil
DISCOVER_CHROME.backHome	immersion	Volver al inicio
DISCOVER_CHROME.backHome	totale	Volver al inicio
DISCOVER_CHROME.byTheme	fr_es	Par thème
DISCOVER_CHROME.byTheme	immersion	Por tema
DISCOVER_CHROME.byTheme	totale	Por tema
DISCOVER_CHROME.cardReveal	fr_es	Afficher en français
DISCOVER_CHROME.cardReveal	immersion	Toca para traducir
DISCOVER_CHROME.cardReveal	totale	Toca para traducir
DISCOVER_CHROME.chooseAnother	fr_es	Choisir un autre thème
DISCOVER_CHROME.chooseAnother	immersion	Elegir otro tema
DISCOVER_CHROME.chooseAnother	totale	Elegir otro tema
DISCOVER_CHROME.close	fr_es	Fermer
DISCOVER_CHROME.close	immersion	Cerrar
DISCOVER_CHROME.close	totale	Cerrar
DISCOVER_CHROME.discoverAnother	fr_es	Découvrir un autre thème
DISCOVER_CHROME.discoverAnother	immersion	Descubrir otro tema
DISCOVER_CHROME.discoverAnother	totale	Descubrir otro tema
DISCOVER_CHROME.errorMsg	fr_es	Une erreur s'est produite.
DISCOVER_CHROME.errorMsg	immersion	Ha ocurrido un error.
DISCOVER_CHROME.errorMsg	totale	Ha ocurrido un error.
DISCOVER_CHROME.exhaustedBody	fr_es	Plus de nouveaux mots pour ce thème. Paco se repose — explore un autre thème.
DISCOVER_CHROME.exhaustedBody	immersion	No hay más palabras nuevas para este tema. Paco descansa — explora otro tema.
DISCOVER_CHROME.exhaustedBody	totale	No hay más palabras nuevas para este tema. Paco descansa — explora otro tema.
DISCOVER_CHROME.featured1Sub	fr_es	Des mots choisis tout près de ce que tu apprends en ce moment.
DISCOVER_CHROME.featured1Sub	immersion	Palabras elegidas muy cerca de lo que estás aprendiendo ahora.
DISCOVER_CHROME.featured1Sub	totale	Palabras elegidas muy cerca de lo que estás aprendiendo ahora.
DISCOVER_CHROME.featured1Title	fr_es	Dans le prolongement de tes mots
DISCOVER_CHROME.featured1Title	immersion	A partir de tus palabras
DISCOVER_CHROME.featured1Title	totale	A partir de tus palabras
DISCOVER_CHROME.featured2Sub	fr_es	Le socle de vocabulaire pour passer le cap intermédiaire.
DISCOVER_CHROME.featured2Sub	immersion	La base de vocabulario para dar el salto al nivel intermedio.
DISCOVER_CHROME.featured2Sub	totale	La base de vocabulario para dar el salto al nivel intermedio.
DISCOVER_CHROME.featured2Title	fr_es	L'essentiel A2–B1
DISCOVER_CHROME.featured2Title	immersion	Lo esencial A2–B1
DISCOVER_CHROME.featured2Title	totale	Lo esencial A2–B1
DISCOVER_CHROME.forYou	fr_es	Pour toi
DISCOVER_CHROME.forYou	immersion	Para ti
DISCOVER_CHROME.forYou	totale	Para ti
DISCOVER_CHROME.genPhaseConfuse	fr_es	Mots à ne pas confondre
DISCOVER_CHROME.genPhaseConfuse	immersion	Palabras que no confundir
DISCOVER_CHROME.genPhaseConfuse	totale	Palabras que no confundir
DISCOVER_CHROME.genPhaseDefs	fr_es	Définitions & exemples
DISCOVER_CHROME.genPhaseDefs	immersion	Definiciones y ejemplos
DISCOVER_CHROME.genPhaseDefs	totale	Definiciones y ejemplos
DISCOVER_CHROME.genPhasePhon	fr_es	Phonétique
DISCOVER_CHROME.genPhasePhon	immersion	Fonética
DISCOVER_CHROME.genPhasePhon	totale	Fonética
DISCOVER_CHROME.genPhaseSelect	fr_es	Sélection des mots du thème
DISCOVER_CHROME.genPhaseSelect	immersion	Selección de palabras del tema
DISCOVER_CHROME.genPhaseSelect	totale	Selección de palabras del tema
DISCOVER_CHROME.genTitle	fr_es	Paco choisit des mots de
DISCOVER_CHROME.genTitle	immersion	Paco elige palabras de
DISCOVER_CHROME.genTitle	totale	Paco elige palabras de
DISCOVER_CHROME.knowStamp	fr_es	Je connais
DISCOVER_CHROME.knowStamp	immersion	Ya la sé
DISCOVER_CHROME.knowStamp	totale	Ya la sé
DISCOVER_CHROME.learnStamp	fr_es	À apprendre
DISCOVER_CHROME.learnStamp	immersion	Por aprender
DISCOVER_CHROME.learnStamp	totale	Por aprender
DISCOVER_CHROME.retry	fr_es	Réessayer
DISCOVER_CHROME.retry	immersion	Reintentar
DISCOVER_CHROME.retry	totale	Reintentar
DISCOVER_CHROME.reviewNow	fr_es	Réviser maintenant
DISCOVER_CHROME.reviewNow	immersion	Repasar ahora
DISCOVER_CHROME.reviewNow	totale	Repasar ahora
DISCOVER_CHROME.soon	fr_es	Bientôt
DISCOVER_CHROME.soon	immersion	Pronto
DISCOVER_CHROME.soon	totale	Pronto
DISCOVER_CHROME.subtitle	fr_es	Des sélections pour toi, ou explore par thème
DISCOVER_CHROME.subtitle	immersion	Selecciones para ti, o explora por tema
